Specimen,Subfamily,Tribe,Genus,Species,Element,Formation,Member,State,Region,Epoch,NALMA,TrueArea(cm2),EnamelLength(cm),OEI
UNSM 41996,Equinae,Equini,Equus,simplicidens ,M3,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,4.909,21.419,9.667
UNSM 42087,Equinae,Equini,Equus,simplicidens ,P2,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,5.815,13.458,5.581
UNSM 42087,Equinae,Equini,Equus,simplicidens ,P3,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,6.436,24.612,9.702
UNSM 42087,Equinae,Equini,Equus,simplicidens ,P4,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,7.232,27.174,10.105
UNSM 42087,Equinae,Equini,Equus,simplicidens ,M1,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,5.838,22.792,9.433
UNSM 42087,Equinae,Equini,Equus,simplicidens ,M2,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,6.412,24.378,9.627
UNSM 42087,Equinae,Equini,Equus,simplicidens ,M3,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,4.524,19.572,9.202
UNSM 42346,Equinae,Equini,Equus,simplicidens ,P2,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,6.989,27.479,10.394
UNSM 42346,Equinae,Equini,Equus,simplicidens ,P3,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,7.622,31.441,11.388
UNSM 42346,Equinae,Equini,Equus,simplicidens ,P4,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,7.598,31.603,11.465
UNSM 42346,Equinae,Equini,Equus,simplicidens ,M1,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,6.735,25.865,9.967
UNSM 42346,Equinae,Equini,Equus,simplicidens ,M2,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,6.681,28.415,10.993
UNSM 42346,Equinae,Equini,Equus,simplicidens ,M3,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,4.711,20.108,9.264
UNSM 42351,Equinae,Equini,Equus,simplicidens ,P2,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,5.135,20.359,8.984
UNSM 42351,Equinae,Equini,Equus,simplicidens ,P3,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,6.018,23.682,9.654
UNSM 42351,Equinae,Equini,Equus,simplicidens ,P4,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,6.869,25.269,9.641
UNSM 42351,Equinae,Equini,Equus,simplicidens ,M1,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,5.1418,21.688,9.564
UNSM 42351,Equinae,Equini,Equus,simplicidens ,M2,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,5.667,27.741,11.653
UNSM 42351,Equinae,Equini,Equus,simplicidens ,M3,Broadwater,,Nebraska,Great Plains,Pliocene,Blancan,4.822,20.675,9.415
UNSM 42431,Equinae,Equini,Calippus,placidus,P3,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,2.037,13.86,9.711
UNSM 42433,Equinae,Equini,Pliohippus,sp.,P3,Ash Hollow,Burge,Nebraska,Great Plains,Miocene,Clarendonian,4.58,17.916,8.372
UNSM 42440,Equinae,Hipparionini,Neohipparion,affine,P3,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,2.973,21.45,12.440
UNSM 42442,Equinae,Hipparionini,,,P3,Valentine,Crookston Bridge,Nebraska,Great Plains,Miocene,Barstovian,3.009,16.012,9.231
UNSM 42447,Equinae,Hipparionini,Neohipparion,affine,P3,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,3.003,16.655,9.611
UNSM 42452,Equinae,Hipparionini,Neohipparion,sp.,P3,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,3.895,20.915,10.598
UNSM 42453,Equinae,Equini,Pliohippus,sp.,M2,Ash Hollow,Burge,Nebraska,Great Plains,Miocene,Clarendonian,5.217,22.147,9.696
UNSM 42454,Equinae,Equini,Pliohippus,sp.,P3,Ash Hollow,Burge,Nebraska,Great Plains,Miocene,Clarendonian,5.779,19.094,7.943
UNSM 42456,Equinae,Equini,Protohippus ,sp.,P3,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,3.04,14.136,8.108
UNSM 42468,Equinae,Hipparionini,Pseudhipparion ,sp.,P3,Ash Hollow,Burge,Nebraska,Great Plains,Miocene,Clarendonian,2.795,15.288,9.144
UNSM 4289,Equinae,Hipparionini,Neohipparion,sp.,P3,Ash Hollow,,Nebraska,Great Plains,Miocene,Hemphillian,3.424,21.022,11.361
UNSM 46810,Equinae,Equini,Equus,idahoensis,M3,Long Pine,,Nebraska,Great Plains,Pliocene,Blancan,5.217,24.719,10.822
UNSM 49318,Equinae,Equini,Equus,scotti,,,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,5.638,27.494,11.579
UNSM 49417,Equinae,Equini,Equus,hemionus,M3,,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,2.842,17.266,10.242
UNSM 52296,Equinae,Hipparionini,Neohipparion,affine,P2,Ash Hollow,Cap Rock,Nebraska,Great Plains,Miocene,Clarendonian,2.332,14.908,9.762
UNSM 52296,Equinae,Hipparionini,Neohipparion,affine,P3,Ash Hollow,Cap Rock,Nebraska,Great Plains,Miocene,Clarendonian,3.085,18.261,10.397
UNSM 52296,Equinae,Hipparionini,Neohipparion,affine,P4,Ash Hollow,Cap Rock,Nebraska,Great Plains,Miocene,Clarendonian,3.006,19.09,11.011
UNSM 52296,Equinae,Hipparionini,Neohipparion,affine,M1,Ash Hollow,Cap Rock,Nebraska,Great Plains,Miocene,Clarendonian,3.04,17.705,10.155
UNSM 52296,Equinae,Hipparionini,Neohipparion,affine,M2,Ash Hollow,Cap Rock,Nebraska,Great Plains,Miocene,Clarendonian,2.812,17.524,10.450
UNSM 52296,Equinae,Hipparionini,Neohipparion,affine,M3,Ash Hollow,Cap Rock,Nebraska,Great Plains,Miocene,Clarendonian,1.514,11.201,9.103
UNSM 52300,Equinae,Hipparionini,Cormohipparion ,occidentale,P2,Ash Hollow,Cap Rock,Nebraska,Great Plains,Miocene,Clarendonian,5.167,21.221,9.336
UNSM 52300,Equinae,Hipparionini,Cormohipparion ,occidentale,P3,Ash Hollow,Cap Rock,Nebraska,Great Plains,Miocene,Clarendonian,6.255,25.137,10.051
UNSM 52300,Equinae,Hipparionini,Cormohipparion ,occidentale,P4,Ash Hollow,Cap Rock,Nebraska,Great Plains,Miocene,Clarendonian,5.929,23.798,9.773
UNSM 52300,Equinae,Hipparionini,Cormohipparion ,occidentale,M1,Ash Hollow,Cap Rock,Nebraska,Great Plains,Miocene,Clarendonian,4.575,20.463,9.567
UNSM 52300,Equinae,Hipparionini,Cormohipparion ,occidentale,M2,Ash Hollow,Cap Rock,Nebraska,Great Plains,Miocene,Clarendonian,4.743,20.255,9.300
UNSM 52300,Equinae,Hipparionini,Cormohipparion ,occidentale,M3,Ash Hollow,Cap Rock,Nebraska,Great Plains,Miocene,Clarendonian,3.264,15.468,8.562
UNSM 54835,Equinae,Equini,Equus,idahoensis,M1,Long Pine,,Nebraska,Great Plains,Pliocene,Blancan,6.161,26.391,10.632
UNSM 54837,Equinae,Equini,Equus,idahoensis,M1,Long Pine,,Nebraska,Great Plains,Pliocene,Blancan,7.329,30.331,11.204
UNSM 54839,Equinae,Equini,Equus,idahoensis,M3,Long Pine,,Nebraska,Great Plains,Pliocene,Blancan,4.761,26.374,12.087
UNSM 54840,Equinae,Equini,Equus,idahoensis,P2,Long Pine,,Nebraska,Great Plains,Pliocene,Blancan,7.878,32.553,11.598
UNSM 56653,Equinae,Equini,Protohippus ,sp.,P3,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,2.645,13.818,8.496
UNSM 59261,Equinae,Equini,Calippus,sp.,P3,Ash Hollow,,Nebraska,Great Plains,Miocene,Hemphillian,2.93,13.946,8.147
UNSM 59443,Equinae,Hipparionini,Neohipparion,sp.,M2,Ash Hollow,,Nebraska,Great Plains,Miocene,Clarendonian,3.157,19.855,11.175
UNSM 5978,Equinae,Equini,Equus,excelsus,P2,,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,7.728,27.9,10.036
UNSM 5978,Equinae,Equini,Equus,excelsus,P3,,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,7.781,30.751,11.024
UNSM 5978,Equinae,Equini,Equus,excelsus,P4,,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,7.892,30.884,10.994
UNSM 5978,Equinae,Equini,Equus,excelsus,M1,,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,6.064,26.187,10.634
UNSM 5978,Equinae,Equini,Equus,excelsus,M2,,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,5.807,26.597,11.037
UNSM 6023,Equinae,Equini,Equus,semiplicatus,P3,,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,5.329,21.044,9.116
UNSM 6023,Equinae,Equini,Equus,semiplicatus,P4,,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,5.508,21.446,9.138
UNSM 6023,Equinae,Equini,Equus,semiplicatus,M1,,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,4.823,20.698,9.425
UNSM 6023,Equinae,Equini,Equus,semiplicatus,M2,,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,4.616,19.858,9.243
UNSM 6023,Equinae,Equini,Equus,semiplicatus,M3,,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,4.015,18.958,9.461
UNSM 6027,Equinae,Equini,Equus,fraternus,P4,,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,8.711,31.912,10.812
UNSM 6027,Equinae,Equini,Equus,fraternus,M1,,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,5.943,26.152,10.728
UNSM 6027,Equinae,Equini,Equus,fraternus,M2,,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,6.511,25.838,10.126
UNSM 6027,Equinae,Equini,Equus,fraternus,M3,,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,5.781,25.099,10.439
UNSM 62895,Equinae,Equini,Equus,idahoensis,M2,Long Pine,,Nebraska,Great Plains,Pliocene,Blancan,5.457,27.43,11.742
UNSM 84000,Equinae,Hipparionini,Neohipparion,republicanus,P3,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,3.032,18.813,10.804
UNSM 8515,Equinae,Equini,Protohippus ,perditus,P3,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,3.22,16.105,8.975
UNSM 8633,Equinae,Hipparionini,Neohipparion,sp.,P3,Ash Hollow,,Nebraska,Great Plains,Miocene,Clarendonian,4.631,21.703,10.085
UNSM 90576,Anchitheriinae,"""Anchitheriini""",Parahippus,cognatus,P3,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,2.874,14.401,8.495
UNSM 90641,Equinae,Equini,Protohippus ,sp.,P3,Ash Hollow,,Nebraska,Great Plains,Miocene,Hemphillian,4.556,17.874,8.374
UNSM 94445,Equinae,Equini,Pliohippus,noblis,,Ash Hollow,,Nebraska,Great Plains,Miocene,Hemphillian,5.461,21.227,9.083
UNSM 96997,Equinae,Hipparionini,Cormohipparion ,occidentale,P3,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,3.351,19.123,10.446
UNSM 96999,Equinae,Hipparionini,Pseudhipparion ,sp.,P3,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,3.3048,16.548,9.103
UNSM 9798,Equinae,Equini,Protohippus ,perditus,P3,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,3.308,14.611,8.033
UNSM 9800,Equinae,Equini,Protohippus ,perditus,M2,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,3.294,17.569,9.680
UNSM 98405,Equinae,Equini,Pliohippus,mirabilis,M1,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,4.047,19.148,9.518
UNSM 98406,Equinae,Equini,Pliohippus,mirabilis,M1,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,3.912,21.466,10.853
UOMNCH B-4028,Equinae,Equini,Equus,caballus,P2,,,,,Recent,Recent,8.465,27.161,9.335
UOMNCH B-4028,Equinae,Equini,Equus,caballus,P3,,,,,Recent,Recent,9.055,30.412,10.106
UOMNCH B-4028,Equinae,Equini,Equus,caballus,P4,,,,,Recent,Recent,10.14,31.826,9.995
UOMNCH B-4028,Equinae,Equini,Equus,caballus,M1,,,,,Recent,Recent,8.101,27.276,9.583
UOMNCH B-4028,Equinae,Equini,Equus,caballus,M2,,,,,Recent,Recent,7.386,27.331,10.057
UOMNCH B-4028,Equinae,Equini,Equus,caballus,M3,,,,,Recent,Recent,5.458,24.13,10.329
UOMNCH B-8698,Equinae,Equini,Equus,caballus,P2,,,,,Recent,Recent,7.816,25.708,9.196
UOMNCH B-8698,Equinae,Equini,Equus,caballus,P3,,,,,Recent,Recent,8.367,30.399,10.509
UOMNCH B-8698,Equinae,Equini,Equus,caballus,P4,,,,,Recent,Recent,8.798,30.154,10.166
UOMNCH B-8698,Equinae,Equini,Equus,caballus,M1,,,,,Recent,Recent,7.844,24.385,8.707
UOMNCH B-8698,Equinae,Equini,Equus,caballus,M2,,,,,Recent,Recent,6.738,22.629,8.718
UOMNCH B-8698,Equinae,Equini,Equus,caballus,M3,,,,,Recent,Recent,5.56,20.289,8.604
UOMNCH B-8700,Equinae,Equini,Equus,caballus,P2,,,,,Recent,Recent,7.057,24.985,9.405
UOMNCH B-8700,Equinae,Equini,Equus,caballus,P3,,,,,Recent,Recent,7.362,27.931,10.294
UOMNCH B-8700,Equinae,Equini,Equus,caballus,P4,,,,,Recent,Recent,7.184,26.809,10.002
UOMNCH B-8700,Equinae,Equini,Equus,caballus,M1,,,,,Recent,Recent,6.234,23.325,9.342
UOMNCH B-8700,Equinae,Equini,Equus,caballus,M2,,,,,Recent,Recent,6.488,23.265,9.134
UOMNCH B-8700,Equinae,Equini,Equus,caballus,M3,,,,,Recent,Recent,5.781,25.048,10.418
UOMNCH B-9092,Equinae,Equini,Equus,caballus,P2,,,,,Recent,Recent,4.427,19.043,9.051
UOMNCH B-9092,Equinae,Equini,Equus,caballus,P3,,,,,Recent,Recent,5.298,21.686,9.422
UOMNCH B-9092,Equinae,Equini,Equus,caballus,P4,,,,,Recent,Recent,4.834,21.042,9.570
UOMNCH B-9092,Equinae,Equini,Equus,caballus,M1,,,,,Recent,Recent,4.25,19.849,9.628
UOMNCH B-9092,Equinae,Equini,Equus,caballus,M2,,,,,Recent,Recent,4.509,20.263,9.543
UOMNCH B-9092,Equinae,Equini,Equus,caballus,M3,,,,,Recent,Recent,4.667,19.273,8.921
UOMNCH F-21828,Equinae,Equini,Equus,sp.,,Fossil Lake,,Oregon,Columbia Plateau,Pleistocene,Irv/Rancho,6.654,29.935,11.605
USNM 10314,Equinae,Equini,Equus,sp.,P3,Dragon Mountains,,Arizona,Great Basin,Pleistocene,Irv/Rancho,4.689,24.944,11.519
USNM 10482,Equinae,Equini,Equus,"""nevadanus""",P3,Gravel,,Nevada,Great Basin,Pleistocene,Irv/Rancho,4.676,21.491,9.938
USNM 10571,Equinae,Equini,Equus,leidyi,,Tampa Bay,,Florida,Gulf Coast,Pleistocene,Irv/Rancho,4.755,24.37,11.176
USNM 10622,Equinae,Equini,Equus,leidyi,M3,Tampa Bay,,Florida,Gulf Coast,Pleistocene,Irv/Rancho,6.013,30.443,12.415
USNM 11160,Equinae,Equini,Equus,lambei,P3,Hunker Creek,,Yukon,Polar,Pleistocene,Irv/Rancho,8.166,31.124,10.892
USNM 11190,Equinae,Equini,Equus,leidyi,,Melbourne,,Florida,Gulf Coast,Pleistocene,Irv/Rancho,4.803,27.49,12.543
USNM 11192,Equinae,Equini,Equus,fraternus,P2,Melbourne,,Florida,Gulf Coast,Pleistocene,Irv/Rancho,4.534,23.657,11.110
USNM 11200,Equinae,Equini,Equus,leidyi,,Melbourne,,Florida,Gulf Coast,Pleistocene,Irv/Rancho,5.269,27.303,11.895
USNM 11351,Equinae,Equini,Equus,scotti,,Sulpher Springs Valley,,Arizona,Great Basin,Pleistocene,Irv/Rancho,5.808,28.364,11.769
USNM 11372,Equinae,Equini,Equus,complicatus,,,,Texas,Great Plains,Pleistocene,Irv/Rancho,6.901,32.304,12.297
USNM 11374,Equinae,Equini,Equus,complicatus,M3,,,Texas,Great Plains,Pleistocene,Irv/Rancho,4.64,22.998,10.677
USNM 11412,Equinae,Equini,Equus,leidyi,M3,,,Florida,Gulf Coast,Pleistocene,Irv/Rancho,4.542,23.409,10.984
USNM 11623,Equinae,Equini,Equus,complicatus,,,,Florida,Gulf Coast,Pleistocene,Irv/Rancho,6.733,32.206,12.412
USNM 11658,Equinae,Equini,Equus,sp.,P3,,,Alaska,Polar,Pleistocene,Irv/Rancho,8.588,30.996,10.577
USNM 1172,Equinae,Equini,Equus,sp.,,Phosphate Bed,,South Carolina,Eastern US,Pleistocene,Irv/Rancho,6.265,28.325,11.316
USNM 11745,Equinae,Hipparionini,Nannippus,phlegon,,San Pedro Valley,,Arizona,Great Basin,Pliocene,Blancan,2.182,16.801,11.374
USNM 11746,Equinae,Hipparionini,Hipparion,sp.,,San Pedro Valley,,Arizona,Great Basin,Pliocene,Blancan,1.968,15.632,11.143
USNM 11819,Equinae,Equini,Equus,leidyi,,Savannah,,Georgia,Eastern US,Pleistocene,Irv/Rancho,6.98,30.435,11.520
USNM 11986,Equinae,Equini,Equus,simplicidens ,P3,Glenns Ferry,,Idaho,Columbia Plateau,Pliocene,Blancan,7.926,24.138,8.574
USNM 12146,Equinae,Equini,Equus,lambei,P3,Sullivan Creek,,Alaska,Polar,Pleistocene,Irv/Rancho,7.817,35.388,12.657
USNM 12804,Equinae,Equini,Equus,lambei,P3,Skull Cliff,,Alaska,Polar,Pleistocene,Irv/Rancho,7.112,31.443,11.790
USNM 12875,Equinae,Equini,Equus,sp.,,San Pedro Valley,,Arizona,Great Basin,Pliocene,Blancan,5.492,23.785,10.149
USNM 13682,Equinae,Equini,Equus,sp.,,Lake Chetek,,Minnesota,Great Plains,Pleistocene,Irv/Rancho,7.314,28.413,10.506
USNM 14417,Equinae,Equini,Equus,sp.,P3,Twin Falls,,Idaho,Columbia Plateau,Pleistocene,Irv/Rancho,6.978,26.763,10.131
USNM 15219,Equinae,Equini,Equus,leidyi,,Lake Okechobee,,Florida,Gulf Coast,Pleistocene,Irv/Rancho,4.91,27.014,12.191
USNM 15389,Equinae,Equini,Equus,sp.,,,,Mexico,Gulf Coast,Pleistocene,Irv/Rancho,6.19,25.455,10.231
USNM 17082,Equinae,Equini,Equus,sp.,P2,,,Maryland,Eastern US,Pleistocene,Irv/Rancho,6.385,25.397,10.051
USNM 171045,Equinae,Hipparionini,Cormohipparion ,emsliei,,Maurilla,,Alabama,Eastern US,Miocene,Hemphillian,3.956,22.812,11.469
USNM 173623,Equinae,Hipparionini,Neohipparion,eurystyle,P3,Maurilla,,Alabama,Eastern US,Miocene,Hemphillian,4.127,24.06,11.843
USNM 17922,Equinae,Equini,Equus,sp.,M3,Cave,,Virginia,Eastern US,Pleistocene,Irv/Rancho,4.67,23.62,10.930
USNM 18205,Equinae,Equini,Equus,sp.,,Bone Valley,,Florida,Gulf Coast,Miocene,Hemphillian,6.435,29.224,11.520
USNM 18206,Equinae,Hipparionini,Nannippus,minor,M3,Bone Valley,,Florida,Gulf Coast,Miocene,Hemphillian,1.374,11.705,9.986
USNM 18207,Equinae,Hipparionini,Nannippus,minor,P2,Bone Valley,,Florida,Gulf Coast,Miocene,Hemphillian,1.378,10.223,8.709
USNM 18208,Equinae,Hipparionini,Nannippus,minor,,Bone Valley,,Florida,Gulf Coast,Miocene,Hemphillian,1.983,9.304,6.607
USNM 18212,Equinae,Hipparionini,Neohipparion,phosphorum,M3,Bone Valley,,Florida,Gulf Coast,Miocene,Hemphillian,2.931,18.765,10.961
USNM 182197,Equinae,Hipparionini,Nannippus,sp.,,Lee Creek,,North Carolina,Eastern US,Miocene,Hemphillian,2.413,15.618,10.054
USNM 18234,Equinae,Hipparionini,Nannippus,minor,P2,Bone Valley,,Florida,Gulf Coast,Miocene,Hemphillian,1.687,14.003,10.781
USNM 18236,Equinae,Hipparionini,Nannippus,minor,,Bone Valley,,Florida,Gulf Coast,Miocene,Hemphillian,1.82,13.991,10.371
USNM 18243,Equinae,Hipparionini,Nannippus,minor,,Bone Valley,,Florida,Gulf Coast,Miocene,Hemphillian,1.601,14.354,11.344
USNM 18244,Equinae,Hipparionini,Nannippus,minor,,Bone Valley,,Florida,Gulf Coast,Miocene,Hemphillian,1.74,16.787,12.726
USNM 18250,Equinae,Hipparionini,Neohipparion,phosphorum,,Bone Valley,,Florida,Gulf Coast,Miocene,Hemphillian,3.314,20.943,11.504
USNM 187652,Equinae,Equini,Equus,sp.,,,,Florida,Gulf Coast,Pleistocene,Irv/Rancho,4.321,24.762,11.912
USNM 1907,Equinae,Equini,Equus,complicatus,,Lander's Mill,,Mississippi,Gulf Coast,Pleistocene,Irv/Rancho,6.005,34.736,14.175
USNM 1932,Equinae,Equini,Protohippus ,fossulatus,M2,Loup Fork,,Texas,Great Plains,Miocene,Hemphillian,6.639,21.733,8.435
USNM 1933,Equinae,Equini,Protohippus ,mirabilis,P3,Loup Fork,,Texas,Great Plains,Miocene,Hemphillian,6.244,17.594,7.041
USNM 20105,Equinae,Hipparionini,Neohipparion,phosphorum,,Bone Valley,,Florida,Gulf Coast,Miocene,Hemphillian,2.927,20.361,11.901
USNM 23892,Equinae,Hipparionini,Hipparion,forcei,,Santa Margarita SS,,California,California,Miocene,Clarendonian,2.968,19.233,11.164
USNM 23903,Equinae,Equini,Equus,simplicidens ,P3,Glenns Ferry,,Idaho,Columbia Plateau,Pliocene,Blancan,9.704,30.219,9.701
USNM 244299,Equinae,Hipparionini,Neohipparion,sp.,,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,3.958,21.166,10.639
USNM 25142,Anchitheriinae,"""Anchitheriini""",Archaeohippus,minimus,P3,Madison Valley ,,Montana,Great Plains,Miocene,Barstovian,1.302,9.409,8.246
USNM 25583,Equinae,Equini,Equus,littoralis,,Melbourne,,Florida,Gulf Coast,Pleistocene,Irv/Rancho,3.943,21.335,10.744
USNM 25683,Equinae,Equini,Equus,sp.,,Pearl River,,Mississippi,Gulf Coast,Pleistocene,Irv/Rancho,5.133,24.286,10.719
USNM 2572,Equinae,Hipparionini,Hippotherium,sp.,P3,Tesuque,,New Mexico,Great Basin,Miocene,Barstovian,4.17,21.958,10.753
USNM 2573,Equinae,"""Merychippini""",Merychippus,sp.,M2,Pawnee Creek,,New Mexico,Great Basin ,Miocene,Barstovian,2.336,16.456,10.767
USNM 262545,Equinae,Equini,Equus,sp.,P3,Lost Chicken Creek,,Alaska,Polar,Pleistocene,Irv/Rancho,6.947,27.203,10.321
USNM 26324,Equinae,Equini,Equus,complicatus,,Brunswick,,Georgia,Eastern US,Pleistocene,Irv/Rancho,4.636,24.602,11.426
USNM 299566,Equinae,Hipparionini,Cormohipparion ,sp.,,Parker Creek,,Maryland,Eastern US,Miocene,Clarendonian,2.713,19.747,11.989
USNM 3292,Equinae,Hipparionini,Hipparion,plicatile,,,,Florida,Gulf Coast,,Irv/Rancho,3.34,22.075,12.079
USNM 330994,Equinae,Equini,Protohippus ,gidleyi,P2,Maurilla,,Alabama,Eastern US,Miocene,Hemphillian,3.724,16.33,8.462
USNM 351924,Anchitheriinae,"""Anchitheriini""",Megahippus,mckennai,P4,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,6.87,17.952,6.849
USNM 390722,Equinae,Hipparionini,Cormohipparion ,emsliei,,Maurilla,,Alabama,Eastern US,Miocene,Hemphillian,3.043,19.763,11.329
USNM 391594,Equinae,Equini,Protohippus ,gidleyi,,Maurilla,,Alabama,Eastern US,Miocene,Hemphillian,3.442,17.956,9.678
USNM 391852,Equinae,Hipparionini,Nannippus,phlegon,,Neuse River,,North Carolina,Eastern US,Pliocene,Blancan,2.405,16.402,10.576
USNM 391854,Equinae,Hipparionini,Nannippus,phlegon,,Neuse River,,North Carolina,Eastern US,Pliocene,Blancan,1.743,14.294,10.827
USNM 391855,Equinae,Hipparionini,Nannippus,phlegon,,Neuse River,,North Carolina,Eastern US,Pliocene,Blancan,2.673,17.695,10.823
USNM 391856,Equinae,Hipparionini,Nannippus,phlegon,,Neuse River,,North Carolina,Eastern US,Pliocene,Blancan,1.783,15.32,11.473
USNM 391864,Equinae,Hipparionini,Nannippus,phlegon,,Neuse River,,North Carolina,Eastern US,Pliocene,Blancan,1.999,13.835,9.785
USNM 391865,Equinae,Hipparionini,Nannippus,phlegon,M3,Neuse River,,North Carolina,Eastern US,Pliocene,Blancan,1.6,12.426,9.824
USNM 413207,Equinae,Hipparionini,Hipparion,sp.,M3,,,Virginia,Eastern US,Miocene,Hemphillian,2.887,19.11,11.247
USNM 413212,Equinae,Hipparionini,Hipparion,sp.,,,,Texas,Great Plains,Miocene,Hemphillian,2.235,14.183,9.487
USNM 413671,Equinae,"""Merychippini""",Merychippus,sp.,M2,Willow Grove,,Nevada,Great Basin,Miocene,Barstovian,5.867,20.777,8.578
USNM 416338/UF 17570,Equinae,Hipparionini,Nannippus,minor,P3,Bone Valley,,Florida,Gulf Coast,Miocene,Hemphillian,2.109,14.72,10.136
USNM 420682,Equinae,Hipparionini,Nannippus,gratus,P2,Clarendon,,Texas,Great Plains,Miocene,Clarendonian,2.474,14.787,9.401
USNM 4999,Equinae,Equini,Equus,scotti ,P3,Hay Spring,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,5.553,27.559,11.695
USNM 520,Equinae,Equini,Equus,leidyi,,,,Tennessee,Eastern US,Pleistocene,Irv/Rancho,4.348,23.763,11.396
USNM 521290,Equinae,Equini,Protohippus ,gidleyi,,Maurilla,,Alabama,Eastern US,Miocene,Hemphillian,4.537,21.855,10.260
USNM 540677,Equinae,Equini,Equus,sp.,M3,El Hatillo,,Panama,Gulf Coast,Pleistocene,Irv/Rancho,4.314,19.901,9.582
USNM 5446,Equinae,Hipparionini,Pseudhipparion ,gratum,M3,,,Nebraska,Great Plains,Miocene,Clarendonian,1.477,11.107,9.139
USNM 5447,Equinae,Hipparionini,Pseudhipparion ,gratum,,,,Nebraska,Great Plains,Miocene,Clarendonian,2.169,16.088,10.924
USNM 555,Equinae,Equini,Equus,sp.,,,,Massachusetts,Eastern US,Pleistocene,Irv/Rancho,7.905,31.311,11.136
USNM 557,Equinae,Equini,Equus,pacificus,P3,Summer Lake,,Oregon,Columbia Plateau,Pleistocene,Irv/Rancho,9.331,30.913,10.120
USNM 569,Equinae,Equini,Pliohippus,mirabilis,,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,3.793,18.338,9.416
USNM 573,Anchitheriinae,"""Anchitheriini""",Hypohippus,affinis,,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,4.779,18.253,8.350
USNM 584,Equinae,Hipparionini,Hipparion,affine,,,,Nebraska,Great Plains,Miocene,Clarendonian,3.652,21.514,11.258
USNM 587,Equinae,Hipparionini,Pseudhipparion,gratum,,,,Nebraska,Great Plains,Miocene,Clarendonian,2.704,18.996,11.552
USNM 619,Equinae,Equini,Protohippus ,perditus,M2,Valentine,,Nebraska,Great Plains,Miocene,Barstovian,3.364,17.823,9.717
USNM 667,Equinae,Equini,Equus,excelsus,M2,Platte River Gravel,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,5.469,23.23,9.933
USNM 7084,Equinae,Equini,Equus,complicatus,,Avery Island,,Louisiana,Gulf Coast,Pleistocene,Irv/Rancho,5.72,29.615,12.383
USNM 726,Equinae,Equini,Equus,complicatus,P2,Avery Island,,Louisiana,Gulf Coast,Pleistocene,Irv/Rancho,8.442,31.737,10.923
